0,
0.5,
0.5,
0.5,
0.5,
0.5,
1,
1,
1,
1,
1,
1,
1,
1,
2,
2,
2,
2,
2,
2,
3,
3,
3,
3,
3,
3,
3,
4,
4,
4,
5,
5,
6,
7,
8,
10,
10,
15,
18,
20,
25,
27,
28,
31,
62,
62
